arrival_time,chain_id,func_id,cpu_usg,cpu_limit,mem_usg,mem_limit,func_delay,platform_delay,tot_delay,deadline,chain_deadline,func_type,homedge
0,0,0,3.8,1.95,11.9,3900.0,0.184,0.037,0.221,0.4114118068913,166.107982430334,F1,23
0,0,1,0.1,3.95,5.800000000000001,7900.0,5.1,0.51,5.609999999999999,10.443530482625308,166.107982430334,F4,23
0,0,2,5.2,1.95,8.9,3900.0,10.86,0.713,11.573,21.544202901144867,166.107982430334,F8,23
0,0,3,1.0,3.95,4.9,7900.0,8.364,9.384,17.748,33.039532799578254,166.107982430334,F5,23
0,0,4,4.1000000000000005,1.95,5.2,3900.0,22.067,0.699,22.766,42.38100088546306,166.107982430334,F7,23
0,0,5,0.1,1.95,11.2,1900.0,30.327,0.984,31.311,58.288303554631206,166.107982430334,F6,23
0,1,0,8.9,3.95,68.10000000000001,7900.0,0.967,0.071,1.038,1.93233237806864,185.25073179804096,F9,27
0,1,1,0.3,0.45,10.8,400.0,3.167,3.006,6.173,11.491606714660612,185.25073179804096,F4,27
0,1,2,3.2,1.95,12.4,3900.0,12.273,0.61,12.883,23.98288827231049,185.25073179804096,F7,27
0,1,3,1.6,3.95,8.7,7900.0,8.882,9.902,18.784,34.96814199387411,185.25073179804096,F8,27
0,1,4,3.0,7.95,3.9,7900.0,11.787,12.807,24.594,45.78399085377662,185.25073179804096,F2,27
0,1,5,0.5,0.4,12.2,400.0,34.0,2.04,36.04,67.09177158535047,185.25073179804096,F0,27
0,2,0,5.800000000000001,3.95,68.0,7900.0,1.034,0.005,1.039,1.934193969955026,198.89806191713652,F3,11
0,2,1,0.2,0.45,32.1,400.0,4.505,3.315,7.82,14.55764855153831,198.89806191713652,F7,11
0,2,2,4.2,3.95,18.1,7900.0,6.222,7.242,13.464,25.064473158300743,198.89806191713652,F2,11
0,2,3,31.6,0.45,20.1,400.0,18.458,1.134,19.592,36.472308238073985,198.89806191713652,F0,11
0,2,4,4.4,1.95,7.199999999999999,3900.0,12.336,13.356,25.692,47.82801874502842,198.89806191713652,F8,11
0,2,5,2.2,15.95,1.9,31900.0,19.108,20.128,39.236,73.04141925424004,198.89806191713652,F0,11
0,3,0,0.1,1.95,7.9,1900.0,0.632,0.466,1.098,2.0440278912517984,277.2189557611672,F1,9
0,3,1,34.9,3.95,11.3,7900.0,6.375,7.395,13.77,25.634120275534848,277.2189557611672,F0,9
0,3,2,0.1,1.95,13.2,1900.0,18.728,0.867,19.595,36.47789301373314,277.2189557611672,F5,9
0,3,3,4.1000000000000005,0.45,15.3,400.0,24.35,1.64,25.99,48.38277312717144,277.2189557611672,F0,9
0,3,4,0.6,1.95,6.2,7900.0,39.356,0.936,40.292,75.00726028626363,277.2189557611672,F4,9
0,3,5,4.0,1.95,11.6,1900.0,47.417,0.753,48.17,89.67288116721232,277.2189557611672,F4,9
0,4,0,6.6000000000000005,0.45,12.6,400.0,0.828,0.719,1.547,2.8798826482391,460.6490506943227,F8,10
0,4,1,0.1,3.95,39.900000000000006,7900.0,9.18,6.411,15.591,29.024079100643704,460.6490506943227,F8,10
0,4,2,3.5000000000000004,1.95,3.3000000000000003,5900.0,19.979,0.652,20.631,38.40650220802901,460.6490506943227,F4,10
0,4,3,2.8000000000000003,1.95,10.8,1900.0,57.553,0.596,58.149,108.24970660145794,460.6490506943227,F7,10
0,4,4,1.0,1.95,5.800000000000001,3900.0,64.231,1.331,65.562,122.04968725523716,460.6490506943227,F5,10
0,4,5,0.1,1.95,6.9,3900.0,84.048,1.921,85.96900000000001,160.03919288071575,460.6490506943227,F0,10
1,5,0,3.9,1.95,11.9,3900.0,0.173,0.046,0.2189999999999999,0.4076886231185279,181.59828851695167,F1,21
