arrival_time,chain_id,func_id,cpu_usg,cpu_limit,mem_usg,mem_limit,func_delay,platform_delay,tot_delay,deadline,chain_deadline,func_type,homedge
0,0,0,3.8,1.95,11.9,3900.0,0.184,0.037,0.221,0.5893706547000832,237.95906854404402,F1,45
0,0,1,0.1,3.95,5.800000000000001,7900.0,5.1,0.51,5.609999999999999,14.960947388540573,237.95906854404402,F4,45
0,0,2,5.2,1.95,8.9,3900.0,10.86,0.713,11.573,30.863287723276304,237.95906854404402,F8,45
0,0,3,1.0,3.95,4.9,7900.0,8.364,9.384,17.748,47.33099719283746,237.95906854404402,F5,45
0,0,4,4.1000000000000005,1.95,5.2,3900.0,22.067,0.699,22.766,60.71317794073346,237.95906854404402,F7,45
0,0,5,0.1,1.95,11.2,1900.0,30.327,0.984,31.311,83.50128764395613,237.95906854404402,F6,45
0,1,0,8.9,3.95,68.10000000000001,7900.0,0.967,0.071,1.038,2.7681752922112506,265.38213841861847,F9,4
0,1,1,0.3,0.45,10.8,400.0,3.167,3.006,6.173,16.46237579847789,265.38213841861847,F4,4
0,1,2,3.2,1.95,12.4,3900.0,12.273,0.61,12.883,34.35684228281073,265.38213841861847,F7,4
0,1,3,1.6,3.95,8.7,7900.0,8.882,9.902,18.784,50.09383881396544,265.38213841861847,F8,4
0,1,4,3.0,7.95,3.9,7900.0,11.787,12.807,24.594,65.58815331083188,265.38213841861847,F2,4
0,1,5,0.5,0.4,12.2,400.0,34.0,2.04,36.04,96.11275292032127,265.38213841861847,F0,4
0,2,0,5.800000000000001,3.95,68.0,7900.0,1.034,0.005,1.039,2.77084212775288,284.93270977430313,F3,26
0,2,1,0.2,0.45,32.1,400.0,4.505,3.315,7.82,20.854653935541407,284.93270977430313,F7,26
0,2,2,4.2,3.95,18.1,7900.0,6.222,7.242,13.464,35.90627373249738,284.93270977430313,F2,26
0,2,3,31.6,0.45,20.1,400.0,18.458,1.134,19.592,52.248641931601945,284.93270977430313,F0,26
0,2,4,4.3999999999999995,1.95,7.199999999999999,3900.0,12.336,13.356,25.692,68.5163387355409,284.93270977430313,F8,26
0,2,5,2.1999999999999997,15.95,1.9,31900.0,19.108,20.128,39.236,104.63595931136861,284.93270977430313,F0,26
0,3,0,0.1,1.95,7.9,1900.0,0.632,0.466,1.098,2.928185424709011,397.1318146817326,F1,41
0,3,1,34.9,3.95,11.3,7900.0,6.375,7.395,13.77,36.72232540823595,397.1318146817326,F0,41
0,3,2,0.1,1.95,13.2,1900.0,18.728,0.867,19.595,52.256642438226834,397.1318146817326,F5,41
0,3,3,4.1000000000000005,0.45,15.3,400.0,24.35,1.64,25.99,69.31105572694644,397.1318146817326,F0,41
0,3,4,0.6,1.95,6.2,7900.0,39.356,0.936,40.292,107.45213764332921,397.1318146817326,F4,41
0,3,5,4.0,1.95,11.6,1900.0,47.417,0.753,48.17,128.46146804028513,397.1318146817326,F4,41
0,4,0,6.6000000000000005,0.45,12.6,400.0,0.828,0.719,1.547,4.1255945829005825,659.9057879406375,F8,42
0,4,1,0.1,3.95,39.900000000000006,7900.0,9.18,6.411,15.591,41.57863292954298,659.9057879406375,F8,42
0,4,2,3.5000000000000004,1.95,3.3000000000000003,5900.0,19.979,0.652,20.631,55.01948405935483,659.9057879406375,F4,42
0,4,3,2.8000000000000003,1.95,10.8,1900.0,57.553,0.596,58.148999999999994,155.07381991020424,659.9057879406375,F7,42
0,4,4,1.0,1.95,5.800000000000001,3900.0,64.231,1.331,65.562,174.84307178030252,659.9057879406375,F5,42
0,4,5,0.1,1.95,6.9,3900.0,84.048,1.921,85.96900000000001,229.2651846783324,659.9057879406375,F0,42
1,5,0,3.9,1.95,11.9,3900.0,0.173,0.046,0.2189999999999999,0.5840369836168242,260.1498070859417,F1,48
1,5,1,0.3,3.95,55.2,7900.0,6.12,1.02,7.140000000000001,19.04120576723346,260.1498070859417,F8,48
1,5,2,5.1,1.95,14.499999999999998,3900.0,12.088,0.517,12.605,33.61546200223778,260.1498070859417,F1,48
