arrival_time,chain_id,func_id,cpu_usg,cpu_limit,mem_usg,mem_limit,func_delay,platform_delay,tot_delay,deadline,chain_deadline,func_type,homedge
0,0,0,3.8,1.95,11.9,3900.0,0.184,0.037,0.221,0.485392056734267,195.9775919924973,F1,45
0,0,1,0.1,3.95,5.800000000000001,7900.0,5.1,0.51,5.609999999999999,12.321490670946776,195.9775919924973,F4,45
0,0,2,5.2,1.95,8.9,3900.0,10.86,0.713,11.573,25.41829082617951,195.9775919924973,F8,45
0,0,3,1.0,3.95,4.9,7900.0,8.364,9.384,17.748,38.98071594081345,195.9775919924973,F5,45
0,0,4,4.1000000000000005,1.95,5.2,3900.0,22.067,0.699,22.766,50.001970876073855,195.9775919924973,F7,45
0,0,5,0.1,1.95,11.2,1900.0,30.327,0.984,31.311,68.76973162174947,195.9775919924973,F6,45
0,1,0,8.9,3.95,68.10000000000001,7900.0,0.967,0.071,1.038,2.279805225747372,218.56259886760353,F9,4
0,1,1,0.3,0.45,10.8,400.0,3.167,3.006,6.173,13.558032426337693,218.56259886760353,F4,4
0,1,2,3.2,1.95,12.4,3900.0,12.273,0.61,12.883,28.295501660215212,218.56259886760353,F7,4
0,1,3,1.6,3.95,8.7,7900.0,8.882,9.902,18.784,41.25612847826457,218.56259886760353,F8,4
0,1,4,3.0,7.95,3.9,7900.0,11.787,12.807,24.594,54.01688797883513,218.56259886760353,F2,4
0,1,5,0.5,0.4,12.2,400.0,34.0,2.04,36.04,79.15624309820355,218.56259886760353,F0,4
0,2,0,5.800000000000001,3.95,68.0,7900.0,1.034,0.005,1.039,2.2820015698954905,234.66399781746284,F3,26
0,2,1,0.2,0.45,32.1,400.0,4.505,3.315,7.82,17.17541123828945,234.66399781746284,F7,26
0,2,2,4.2,3.95,18.1,7900.0,6.222,7.242,13.464,29.571577610272268,234.66399781746284,F2,26
0,2,3,31.6,0.45,20.1,400.0,18.458,1.134,19.592,43.03077454994461,234.66399781746284,F0,26
0,2,4,4.3999999999999995,1.95,7.199999999999999,3900.0,12.336,13.356,25.692,56.42847385346963,234.66399781746284,F8,26
0,2,5,2.1999999999999997,15.95,1.9,31900.0,19.108,20.128,39.236,86.1757589955914,234.66399781746284,F0,26
0,3,0,0.1,1.95,7.9,1900.0,0.632,0.466,1.098,2.411585874634503,327.06858881711935,F1,41
0,3,1,34.9,3.95,11.3,7900.0,6.375,7.395,13.77,30.243658919596637,327.06858881711935,F0,41
0,3,2,0.1,1.95,13.2,1900.0,18.728,0.867,19.595,43.03736358238896,327.06858881711935,F5,41
0,3,3,4.1000000000000005,0.45,15.3,400.0,24.35,1.64,25.99,57.08298440960905,327.06858881711935,F0,41
0,3,4,0.6,1.95,6.2,7900.0,39.356,0.936,40.292,88.49509841600492,327.06858881711935,F4,41
0,3,5,4.0,1.95,11.6,1900.0,47.417,0.753,48.17,105.79789761488526,327.06858881711935,F4,41
0,4,0,6.6000000000000005,0.45,12.6,400.0,0.828,0.719,1.547,3.397744397139869,543.4831631078625,F8,42
0,4,1,0.1,3.95,39.900000000000006,7900.0,9.18,6.411,15.591,34.24320161332107,543.4831631078625,F8,42
0,4,2,3.5000000000000004,1.95,3.3000000000000003,5900.0,19.979,0.652,20.631,45.3127761198401,543.4831631078625,F4,42
0,4,3,2.8000000000000003,1.95,10.8,1900.0,57.553,0.596,58.148999999999994,127.7152158689633,543.4831631078625,F7,42
0,4,4,1.0,1.95,5.800000000000001,3900.0,64.231,1.331,65.562,143.99671503896838,543.4831631078625,F5,42
0,4,5,0.1,1.95,6.9,3900.0,84.048,1.921,85.96900000000001,188.8175100696299,543.4831631078625,F0,42
1,5,0,3.9,1.95,11.9,3900.0,0.173,0.046,0.2189999999999999,0.48099936843802904,214.25337164899432,F1,48
1,5,1,0.3,3.95,55.2,7900.0,6.12,1.02,7.140000000000001,15.681897217568627,214.25337164899432,F8,48
1,5,2,5.1,1.95,14.499999999999998,3900.0,12.088,0.517,12.605,27.684917987038173,214.25337164899432,F1,48
1,5,3,12.1,3.95,8.7,7900.0,8.37,9.39,17.759999999999998,39.007072070590866,214.25337164899432,F4,48
1,5,4,0.4,1.95,13.900000000000002,1900.0,24.731,1.127,25.858,56.79306698205736,214.25337164899432,F2,48
1,5,5,1.9,1.95,10.4,1900.0,33.333,0.635,33.967999999999996,74.60541802330127,214.25337164899432,F2,48
1,6,0,14.7,0.45,12.6,400.0,0.561,0.467,1.028,2.257841784266183,229.38837917368136,F5,37
1,6,1,3.4000000000000004,0.95,8.3,1900.0,7.391,0.722,8.113,17.81894007368827,229.38837917368136,F4,37
1,6,2,0.4,0.45,16.900000000000002,400.0,6.12,7.14,13.26,29.12352340405602,229.38837917368136,F4,37
1,6,3,0.1,1.95,3.3000000000000003,5900.0,17.394,1.013,18.406999999999996,40.428106734423764,229.38837917368136,F5,37
1,6,4,0.1,1.95,13.2,1900.0,26.288,2.665,28.953,63.59075212048521,229.38837917368136,F8,37
1,6,5,0.3,0.4,12.2,400.0,33.405,1.275,34.68,76.1692150567619,229.38837917368136,F4,37
1,7,0,9.4,3.95,68.4,7900.0,0.739,0.296,1.035,2.273216193303015,298.8411738254958,F3,7
1,7,1,0.1,3.95,5.800000000000001,7900.0,7.956,0.816,8.772,19.2663308672986,298.8411738254958,F9,7
1,7,2,47.4,3.95,23.7,7900.0,6.514,7.534,14.048,30.85424259277368,298.8411738254958,F4,7
1,7,3,38.1,0.45,20.200000000000003,400.0,18.554,0.96,19.514,42.85945970639134,298.8411738254958,F3,7
1,7,4,0.7000000000000001,1.95,6.2,7900.0,35.765,0.865,36.63,80.45208614559367,298.8411738254958,F7,7
1,7,5,0.1,1.95,11.2,1900.0,54.13,1.934,56.064,123.1358383201355,298.8411738254958,F5,7
1,8,0,6.2,3.95,67.80000000000001,7900.0,0.807,0.23,1.037,2.2776088815992526,399.41177236785825,F3,1
1,8,1,4.0,1.95,11.6,3900.0,8.566,0.469,9.035,19.843969378253856,399.41177236785825,F2,1
1,8,2,54.3,3.95,11.9,7900.0,6.63,7.65,14.28,31.36379443513725,399.41177236785825,F4,1
1,8,3,4.5,1.95,3.3000000000000003,5900.0,19.624,0.549,20.173,44.306850500001666,399.41177236785825,F5,1
1,8,4,0.8,1.95,5.5,3900.0,63.645,1.229,64.87400000000001,142.48563026506264,399.41177236785825,F1,1
1,8,5,3.0,1.95,11.0,1900.0,71.888,0.566,72.45400000000001,159.13391890780355,399.41177236785825,F7,1
1,9,0,2.4,0.45,11.2,400.0,0.67,0.557,1.227,2.694914269741836,453.9623719746862,F7,12
1,9,1,6.3,15.95,5.8999999999999995,31900.0,4.59,5.61,10.2,22.40271031081232,453.9623719746862,F8,12
1,9,2,14.4,1.95,30.8,3900.0,7.529,8.549,16.078,35.31282121345495,453.9623719746862,F9,12
1,9,3,3.1,1.95,5.1,3900.0,21.372,0.607,21.979,48.273448031504316,453.9623719746862,F9,12
1,9,4,0.2,1.95,6.9,3900.0,63.85,1.965,65.815,144.55239010844247,453.9623719746862,F0,12
1,9,5,0.6,0.4,13.5,400.0,90.325,1.066,91.391,200.7260880407303,453.9623719746862,F6,12
2,10,0,3.3000000000000003,1.95,11.9,3900.0,0.186,0.032,0.218,0.47880302428991045,189.58403417732336,F8,24
2,10,1,2.9000000000000004,1.95,11.5,3900.0,5.641,0.473,6.114,13.42844812159868,189.58403417732336,F6,24
2,10,2,34.0,3.95,11.2,7900.0,5.27,6.29,11.56,25.389738352253968,189.58403417732336,F8,24
2,10,3,3.0,3.95,8.7,7900.0,7.998,9.018,17.016000000000002,37.37299202439044,189.58403417732336,F0,24
2,10,4,6.2,7.95,4.9,7900.0,10.737,11.757,22.494,49.40456526778553,189.58403417732336,F3,24
2,10,5,0.2,1.95,10.3,1900.0,28.189,0.727,28.916,63.50948738700482,189.58403417732336,F0,24
2,11,0,9.6,0.45,12.6,400.0,0.538,0.439,0.977,2.1458282327121214,213.53516711255946,F4,3
2,11,1,2.0,1.95,12.4,3900.0,6.454,0.472,6.926,15.211879569871192,213.53516711255946,F2,3
2,11,2,0.3,0.45,17.0,400.0,5.78,6.8,12.58,27.6300093833352,213.53516711255946,F0,3
2,11,3,1.7000000000000002,1.95,7.1,3900.0,8.354,9.374,17.728,38.93678905785107,213.53516711255946,F5,3
2,11,4,0.1,1.95,13.2,1900.0,21.279,1.693,22.972,50.454417770586346,213.53516711255946,F3,3
2,11,5,0.5,0.4,12.3,400.0,34.0,2.04,36.04,79.15624309820355,213.53516711255946,F8,3
2,12,0,8.3,3.95,67.9,7900.0,0.74,0.295,1.035,2.273216193303015,323.48195882324126,F6,42
2,12,1,2.1999999999999997,0.95,8.0,1900.0,7.221,0.623,7.844,17.2281234978443,323.48195882324126,F3,42
2,12,2,0.4,0.4,11.9,400.0,6.8,6.46,13.26,29.12352340405602,323.48195882324126,F8,42
2,12,3,0.8999999999999999,0.45,14.9,400.0,17.812,1.326,19.138,42.03363430669866,323.48195882324126,F0,42
2,12,4,0.4,1.95,6.2,7900.0,35.999,0.829,36.828,80.8869622869212,323.48195882324126,F2,42
2,12,5,0.7000000000000001,1.95,5.4,3900.0,67.749,1.428,69.17699999999999,151.93649913441803,323.48195882324126,F5,42
2,13,0,6.0,3.95,68.0,7900.0,0.821,0.218,1.039,2.2820015698954905,351.1910365959087,F3,4
2,13,1,0.5,1.95,16.7,3900.0,9.618,0.866,10.484,23.026472048878077,351.1910365959087,F4,4
2,13,2,0.8999999999999999,3.95,8.6,7900.0,7.548,8.568,16.116,35.39628229108347,351.1910365959087,F9,4
2,13,3,5.5,1.95,5.2,3900.0,21.068,0.613,21.681,47.6189374753649,351.1910365959087,F3,4
2,13,4,0.1,1.95,11.2,1900.0,35.806,1.759,37.565,82.50566792408479,351.1910365959087,F9,4
2,13,5,0.2,1.95,6.9,3900.0,70.571,2.442,73.013,160.36167528660198,351.1910365959087,F6,4
2,14,0,2.4,0.45,11.3,400.0,0.65,0.53,1.1800000000000002,2.5916860947802496,512.0644600690224,F9,4
2,14,1,5.7,1.95,8.9,3900.0,9.979,0.56,10.539,23.147270977024615,512.0644600690224,F8,4
2,14,2,32.5,3.95,10.3,7900.0,7.548,8.568,16.116,35.39628229108347,512.0644600690224,F6,4
2,14,3,0.1,1.95,3.3000000000000003,5900.0,21.48,1.608,23.088,50.709193691768135,512.0644600690224,F7,4
2,14,4,0.2,1.95,10.7,1900.0,86.417,0.774,87.191,191.5014426186311,512.0644600690224,F3,4
2,14,5,0.6,0.4,13.4,400.0,93.843,1.187,95.03,208.7185843957348,512.0644600690224,F9,4
3,15,0,3.8,1.95,11.9,3900.0,0.168,0.052,0.22,0.4831957125861482,191.28620089211546,F4,41
3,15,1,2.7,1.95,11.3,3900.0,5.52,0.42,5.9399999999999995,13.046284239825999,191.28620089211546,F3,41
3,15,2,0.3,0.45,17.0,400.0,5.355,6.375,11.73,25.763116857434174,191.28620089211546,F6,41
3,15,3,23.5,1.95,29.9,3900.0,7.933,8.953,16.886,37.08746728513499,191.28620089211546,F1,41
3,15,4,3.9,1.95,5.2,3900.0,21.983,0.556,22.539,49.50340075445088,191.28620089211546,F4,41
3,15,5,0.2,1.95,10.4,1900.0,28.939,0.839,29.778,65.40273604268327,191.28620089211546,F0,41
3,16,0,7.7,0.45,12.3,400.0,0.524,0.426,0.95,2.0865269407129126,213.3880120546355,F7,1
3,16,1,4.0,1.95,12.4,3900.0,6.402,0.471,6.873,15.095473330020893,213.3880120546355,F2,1
3,16,2,1.0,1.95,7.1,3900.0,5.756,6.776,12.532,27.524584864225496,213.3880120546355,F2,1
3,16,3,4.1000000000000005,1.95,12.2,3900.0,17.133,0.642,17.775,39.04001723281265,213.3880120546355,F8,1
3,16,4,0.1,1.95,13.2,1900.0,22.131,1.043,23.174,50.89807928850635,213.3880120546355,F2,1
3,16,5,0.1,1.95,11.2,1900.0,34.381,1.471,35.852000000000004,78.7433303983572,213.3880120546355,F5,1
3,17,0,9.2,3.95,68.4,7900.0,0.726,0.311,1.037,2.2776088815992526,232.45886829275153,F7,10
3,17,1,1.7999999999999998,0.95,8.0,1900.0,7.121,0.576,7.697,16.90526090807083,232.45886829275153,F1,10
3,17,2,31.3,3.95,10.2,7900.0,5.865,6.885,12.75,28.003387888515405,232.45886829275153,F5,10
3,17,3,32.1,0.45,20.1,400.0,18.079,0.893,18.972,41.66904117811092,232.45886829275153,F4,10
3,17,4,0.6,0.45,15.0,400.0,25.082,1.282,26.364,57.9044171210055,232.45886829275153,F8,10
3,17,5,0.5,1.95,6.2,7900.0,38.378,0.641,39.019,85.69915231544961,232.45886829275153,F0,10
