arrival_time,chain_id,func_id,cpu_usg,cpu_limit,mem_usg,mem_limit,func_delay,platform_delay,tot_delay,deadline,chain_deadline,func_type,homedge
0,0,0,3.8,1.95,11.9,3900.0,0.184,0.037,0.221,0.3109706576681076,125.5547548102605,F1,4
0,0,1,0.1,3.95,5.800000000000001,7900.0,5.1,0.51,5.609999999999999,7.893870540805808,125.5547548102605,F4,4
0,0,2,5.2,1.95,8.9,3900.0,10.86,0.713,11.573,16.284449869651628,125.5547548102605,F8,4
0,0,3,1.0,3.95,4.9,7900.0,8.364,9.384,17.748,24.973335892731104,125.5547548102605,F5,4
0,0,4,4.1000000000000005,1.95,5.2,3900.0,22.067,0.699,22.766,32.0341990609599,125.5547548102605,F7,4
0,0,5,0.1,1.95,11.2,1900.0,30.327,0.984,31.311,44.05792878844397,125.5547548102605,F6,4
0,1,0,8.9,3.95,68.10000000000001,7900.0,0.967,0.071,1.038,1.4605771161063155,140.0240365876413,F9,56
0,1,1,0.3,0.45,10.8,400.0,3.167,3.006,6.173,8.686071808982932,140.0240365876413,F4,56
0,1,2,3.2,1.95,12.4,3900.0,12.273,0.61,12.883,18.12776010288792,140.0240365876413,F7,56
0,1,3,1.6,3.95,8.7,7900.0,8.882,9.902,18.784,26.431098794740873,140.0240365876413,F8,56
0,1,4,3.0,7.95,3.9,7900.0,11.787,12.807,24.594,34.60639074520108,140.0240365876413,F2,56
0,1,5,0.5,0.4,12.2,400.0,34.0,2.04,36.04,50.71213801972216,140.0240365876413,F0,56
0,2,0,5.800000000000001,3.95,68.0,7900.0,1.034,0.005,1.039,1.4619842231545872,150.33953835852316,F3,56
0,2,1,0.2,0.45,32.1,400.0,4.505,3.315,7.82,11.003577117486884,150.33953835852316,F7,56
0,2,2,4.2,3.95,18.1,7900.0,6.222,7.242,13.464,18.94528929793394,150.33953835852316,F2,56
0,2,3,31.6,0.45,20.1,400.0,18.458,1.134,19.592,27.56804128974463,150.33953835852316,F0,56
0,2,4,4.3999999999999995,1.95,7.199999999999999,3900.0,12.336,13.356,25.692,36.15139428420371,150.33953835852316,F8,56
0,2,5,2.1999999999999997,15.95,1.9,31900.0,19.108,20.128,39.236,55.20925214599941,150.33953835852316,F0,56
0,3,0,0.1,1.95,7.9,1900.0,0.632,0.466,1.098,1.5450035390026342,209.53934609342193,F1,96
0,3,1,34.9,3.95,11.3,7900.0,6.375,7.395,13.77,19.375864054705165,209.53934609342193,F0,96
0,3,2,0.1,1.95,13.2,1900.0,18.728,0.867,19.595,27.57226261088945,209.53934609342193,F5,96
0,3,3,4.1000000000000005,0.45,15.3,400.0,24.35,1.64,25.99,36.57071218458876,209.53934609342193,F0,96
0,3,4,0.6,1.95,6.2,7900.0,39.356,0.936,40.292,56.695157188974626,209.53934609342193,F4,96
0,3,5,4.0,1.95,11.6,1900.0,47.417,0.753,48.17,67.78034651526129,209.53934609342193,F4,96
0,4,0,6.6000000000000005,0.45,12.6,400.0,0.828,0.719,1.547,2.176794603676753,348.1872319878532,F8,2
0,4,1,0.1,3.95,39.900000000000006,7900.0,9.18,6.411,15.591,21.93820598960844,348.1872319878532,F8,2
0,4,2,3.5000000000000004,1.95,3.3000000000000003,5900.0,19.979,0.652,20.631,29.030025512899222,348.1872319878532,F4,2
0,4,3,2.8000000000000003,1.95,10.8,1900.0,57.553,0.596,58.148999999999994,81.82186774996737,348.1872319878532,F7,2
0,4,4,1.0,1.95,5.800000000000001,3900.0,64.231,1.331,65.562,92.25275229880755,348.1872319878532,F5,2
0,4,5,0.1,1.95,6.9,3900.0,84.048,1.921,85.96900000000001,120.96758583289386,348.1872319878532,F0,2
1,5,0,3.9,1.95,11.9,3900.0,0.173,0.046,0.2189999999999999,0.30815644357156347,137.26329255893165,F1,69
1,5,1,0.3,3.95,55.2,7900.0,6.12,1.02,7.140000000000001,10.046744324661939,137.26329255893165,F8,69
1,5,2,5.1,1.95,14.499999999999998,3900.0,12.088,0.517,12.605,17.73658434346831,137.26329255893165,F1,69
1,5,3,12.1,3.95,8.7,7900.0,8.37,9.39,17.759999999999998,24.990221177310364,137.26329255893165,F4,69
1,5,4,0.4,1.95,13.900000000000002,1900.0,24.731,1.127,25.858,36.38497405421686,137.26329255893165,F2,69
1,5,5,1.9,1.95,10.4,1900.0,33.333,0.635,33.967999999999996,47.796612215702616,137.26329255893165,F2,69
1,6,0,14.7,0.45,12.6,400.0,0.561,0.467,1.028,1.4465060456235956,146.95966722857386,F5,22
1,6,1,3.4000000000000004,0.95,8.3,1900.0,7.391,0.722,8.113,11.415859482630573,146.95966722857386,F4,22
1,6,2,0.4,0.45,16.900000000000002,400.0,6.12,7.14,13.26,18.658239460086456,146.95966722857386,F4,22
